exp(in months),salary(in thousands)
41.55391125073626,40.612278132745786
16.103610289395114,6.130256873522097
38.0250393478461,33.90083971688072
37.68298208975948,34.45731216982409
41.02018161881065,49.34624401745218
15.914935831450377,19.2989958087554
27.88001930432976,24.468940660651544
29.22699052397353,32.5470329871207
7.304762667776583,8.483358558877278
32.742378066284665,40.00931159451285
19.91661985730626,23.810729767215665
28.133863137507998,31.75956971863936
20.239726951491896,27.541037613294943
22.57391021775279,30.057620046969863
27.219552751783656,26.79204699212244
9.352847162183757,5.375099257316148
25.461630703877788,23.83493708378546
11.212569584822134,7.903429572340681
29.01879354177307,24.120305139951267
24.98438557625904,22.465116905506072
18.51115732632242,17.939584937799403
5.724152517718775,9.812225977569842
20.260104992257897,25.33445199423949
38.7913810433831,40.982804168842655
23.177799734473197,31.39228585793031
33.06445072691914,30.814717169988047
35.60931343403154,43.83542767415836
17.599284883142666,29.378484517416798
25.25365031352848,26.781740988644124
14.186398632395658,15.294169542666104
24.91945225865332,24.7050057173468
34.8264404810553,31.110424050404184
13.911901797810293,11.372365365890523
30.366002683144,25.82017972703798
22.178245837490486,25.02042268171908
32.807858172702325,36.78557329417792
23.48005468641255,24.803161777520423
25.109664311195733,23.674130887849177
48.8709167381833,49.53996574386805
27.848844783081724,12.224150503685529
26.10984479926524,25.491077811310515
20.08090578467012,17.51772114458199
29.120266878994315,23.7576672240866
20.674495552893102,27.889742749951104
20.866906666727488,16.446953180942423
22.059901248983778,27.59979660774472
21.880097257207357,30.9566440827208
36.08599625320296,35.45806395304366
3.1535460507469857,2.856367325579804
32.51839461045424,31.27970613509209
27.337593925722437,28.44371364871443
22.35341767251291,16.134437202078217
14.909809525425498,25.992450412122185
18.492248035841648,20.84821055720637
17.03902987791858,19.903796636708613
24.983047248781943,22.23621025459165
26.52540745504819,30.746317738266157
26.667219828777903,26.60999946483826
13.830284919072133,24.063417416060176
21.8448483543688,17.718498595677488
9.9451456791197,9.152448731720288
43.76625550772634,48.95411436716873
31.161255911649945,27.58746630621132
34.3934181179448,35.667292703274924
17.721564742158836,25.288130298930888
31.170782721217066,21.742828290885083
16.237503163520675,27.105929635139656
16.34040365317883,14.353954039991564
17.221751440761953,23.45044384823516
31.29462424749631,29.797240984792356
17.04708496977377,22.84036156611749
35.3450013305814,34.69438369660708
48.44697576552797,43.57827714925289
34.78248386122566,37.65517655037453
19.250516857948355,25.567212253639493
16.133802149279816,20.91991067539778
32.456276756209185,25.6876387632942
38.55112077903433,38.55925565923757
19.93440714559468,26.44347021235487
29.553023975909497,36.31640516404447
37.67326683478599,34.253334041770046
27.943138069028905,32.12335096981062
25.743915606255374,14.741576427303434
32.42568592980233,28.2434783608356
19.79350233796022,15.306637939743531
7.218944686919631,9.250498945233794
30.362364222732307,30.123784514239738
23.5214477483046,21.64385524429418
38.32957363716882,36.025307274376544
35.355269580659,40.75359993851555
34.738225843595934,39.55484070576707
13.289845767018264,14.88637798124276
19.902702143809915,13.74884868915766
25.26642460810822,26.87373439947994
15.400804865513567,17.42515288667328
25.18356367526124,19.670494379209025
26.379849045362608,28.325716142155223
34.5166168435621,33.85600818848341
32.50899436162226,37.67801648606113
28.00469722817475,37.30238921579037
14.917859834259378,15.829784277361206
13.29523665871032,16.50713245657216
23.472474707718288,24.364535663210727
13.21740155162519,15.836764365445353
24.15848245986657,16.53638074734853
30.05800061376037,23.44214587599902
27.267684624017345,29.039677654444045
21.65657986966221,29.998486935883825
32.60362212565097,36.10513811045829
36.39155342253128,31.15957048955322
29.08685555580612,29.088234131499203
31.211253380067937,33.066393343569494
27.95962768204044,29.031506717030545
26.414290333477112,32.89002329754521
25.334592468467736,25.89685225771755
28.21940645829614,20.76729236790357
14.455700731208807,23.97298256737169
23.49874038583821,25.34614365432191
23.576036392412416,27.062542085259476
12.333171957789029,14.44207777870464
29.90665829523209,39.51876961505498
14.414220401466252,19.01459700369354
16.4969271631956,13.3954028887
19.938224722326467,21.76663627303002
39.16688560635966,41.51070945654962
26.76687109779073,26.75308522604177
44.14309730266764,37.11021101532811
15.65267355873787,26.183001307578937
21.79421046358941,21.94164077128801
37.71604979596741,40.68096948262986
28.84604759915041,21.65553971019497
15.295897923317296,25.809051925752645
21.678473152617897,23.788158236101875
15.84349384776361,18.58984428290798
26.83179400862548,32.95465448515078
24.481506518651795,24.322276263003808
46.62312496824923,47.21657054618716
32.201177644235905,22.773602615923117
12.667531632496102,5.35307590099934
9.149199011678206,12.898193002195573
17.12255631971688,17.09070228752705
10.591314853822928,18.59792877117084
24.129947817177136,27.805383202523068
27.97990027234613,32.297982673748585
20.64122020089605,18.44810564526061
28.39292396455665,15.182618303146356
7.72001278665849,13.446692884826756
39.1826961210708,45.57747252558444
23.80468506016493,19.139924325725485
19.88460819614862,24.768026486753595
14.674661251686384,19.8461275299201
21.863409197289524,24.236274574157203
18.32271490873461,13.413821859684996
38.147486290216165,34.24090098081432
24.442371865927065,29.0934143053703
40.51147700191629,32.40162478973006
23.05880376677936,29.30918530169017
37.2615662830016,29.756967397707825
27.440868264249776,27.84603206213782
33.56455054900147,31.92280784565566
23.281494341858245,25.85554086602513
42.05564918012331,34.36259659355947
26.528828232731183,31.25988679090134
26.4122166612652,19.331911877265
31.91739358875982,27.639456395775618
31.17367214008464,29.889199073550905
27.839500240312077,28.445376709666625
17.300361984821947,12.599587729632328
36.925318094362886,32.53300295442946
32.401997659305245,25.13092786065339
27.827699745190262,30.04747114829914
23.165034883166456,24.13476113812557
24.520122890573077,22.62000304740146
23.534459990623677,22.3022738169514
22.921104267369937,28.906516511515257
28.420269721679272,31.653361439814272
37.41677803097477,39.20967655897839
33.48585030018592,21.152298870094118
25.34850055419291,17.227869168726826
28.87506615379233,26.8781370587256
29.97190774117557,27.087128922594594
20.679615387108612,29.22133504219285
27.26123758906045,36.27024141979025
23.03389426147387,16.93669480518878
36.17337413418784,41.62325747754015
25.37702628980686,31.43418335381665
23.964725418607628,20.3449543779907
37.53845964137928,38.28635275734899
40.8736908541089,41.464667055266816
35.83277845616664,40.66969268959062
28.006026539582365,27.99144009321824
16.02136330857475,15.872766147708498
16.69397781303872,20.92695441836697
34.92908202780982,31.85596388602545
31.38721359620201,29.10564412626415
18.845692850264008,25.603045151393967
22.854422424468176,18.641410660238968
32.913829984724025,28.09615538482768
28.060295804823014,37.612072171834825
23.560012535400475,26.894982703493326
24.41287261438777,23.71394682166202
24.899612956819407,26.94973641384365
20.163032051004198,23.737600297086946
32.06676231759803,33.1515232369027
23.547483162903948,22.41104901540594
30.548236356594398,35.97256762196151
37.77440673690209,30.69112682779479
32.898232801407524,32.46671287167008
18.614500004339817,25.83807528533155
25.00786231905979,30.88414976057822
37.40460385701194,36.77852051433473
30.16014093907559,40.59076700124609
30.412402270534454,41.75052922139716
34.00288198307736,22.441635356043047
25.85982121809658,33.08160116356225
12.926966107611245,8.949541314451078
16.418027626466923,19.63478748704661
15.340536065044867,15.261515940873746
16.340544271184456,19.375070087820248
27.541562150582237,16.46733405617372
24.91759948844037,25.777176662202244
28.053289850342477,28.151639778474383
25.14596099262742,31.105445410963007
18.7967974871465,19.788111861356523
33.98757406371874,37.49179722033806
35.613319484387034,32.867209584940255
22.78594541212088,31.4486858235083
13.02179261441329,20.734621075027444
21.173974683821235,31.487495135227046
10.322263294368042,21.6722418414983
20.39031437628106,22.215502758688608
26.07416029902864,26.549101695436303
3.1968238017002584,8.065610749372691
23.071924823797243,23.096871921677167
36.07722727422216,35.00936883471463
30.540223506529987,24.648750148674395
23.252563001889357,21.04163596192851
43.122747916054536,40.146653923776725
12.348798496534938,14.018615635007542
24.148215284668023,25.267737752608863
19.11559149378517,25.646291128586785
35.794736568237255,15.999828333094294
31.021919595617486,27.58952335045505
15.747944609873812,11.76671344458546
31.946152867294423,28.826175503874254
36.10812502253045,32.60182703199714
18.183885897856232,21.67483647974161
23.504133520056016,32.03072337382608
19.653298594895904,19.997954825359304
33.868507799185934,19.872403782960177
18.87489434658254,21.239696153449607
41.38689137708688,47.09175855184464
35.98662917383754,27.498812702037068
16.671141553792303,14.906561776902882
23.52512733758847,22.322032853985355
24.093487821383693,24.086040974804074
47.787643408621776,47.22793229235543
29.56933393492796,23.276651557676622
12.459376097820964,15.80465324504264
44.8583932499238,46.47726003516506
27.123972764025744,28.994384534502437
18.402236830720103,21.389654268814738
34.174265901983205,27.164560446016825
39.87089854918154,41.30036577932105
34.320941948537964,29.949351688155307
36.70177089005271,36.43429671575332
15.156308292306909,14.63167921699505
35.19009124499404,36.203149251674986
27.88371058908224,25.40330937433618
25.587356360196587,21.018158763477217
36.485002741951085,38.2222598738578
27.21731737189183,31.74772271425669
35.52769087821339,37.23310734759323
43.78064395966234,40.35115665439267
19.531433402318093,21.84910721360477
24.250325460930508,25.73958722382997
33.22865251038766,31.31339806590276
30.318467514555717,28.02844592501782
29.129706337413285,26.10030979619102
23.747002495130697,26.04333166434784
29.37552346610127,26.15438995558906
20.47647992399052,22.13167952978297
23.062100230283253,20.071005572470128
33.36239067429417,34.44999027836364
28.65620825034105,37.38570394797779
30.933109907528102,33.99044624824712
17.214920915958118,13.207579410955224
31.86677904358792,19.24723405585521
24.91797064770965,13.166955925123789
24.275849422470927,24.7859046092586
17.09689289273679,25.285457919546744
44.45485383652209,33.880037522316336
28.205211828913956,26.26895927219714
9.606728260450774,9.705799570270935
25.89062951371821,23.698160052919917
29.100687577329392,27.619552154007607
37.98517278755698,32.976208270036274
29.78202485733172,31.891581733044266
24.480109790460517,20.12421619051768
29.526661928314454,29.633383338175467
28.8093477858984,27.60432850153581
32.41741377774899,36.53711419384364
41.480195446035054,33.684059781114286
20.91274477865214,19.06287338260985
22.634226726515152,21.082275483556657
37.79564373859587,34.114100970923225
24.833038255538533,32.384404825605166
17.132599630986093,12.842584818006031
17.470506220361585,17.043749835730488
31.17237272529089,30.821166222640336
28.6344039788468,23.50855022790917
33.77856208177323,30.61659628291787
28.51980790411073,30.6123608553885
17.092460815437867,27.25560194451641
16.42245689176835,19.17468630189101
37.396947777728776,33.33169867667081
16.318418403579653,24.61966064040629
17.58456619624406,12.404924738154524
22.691862549704307,18.38434857752452
30.401226214199355,27.74052643074803
14.979448127682732,16.491867960028053
31.05137610295145,26.98913803483895
17.76690983200837,17.481402720438446
34.20582988356064,32.62796273381785
30.427532464320947,30.27357281033357
20.449626277686274,17.914464098407667
24.245291845570797,28.478023114864083
33.72937729431989,41.8260646273726
34.17195784122366,34.51967012887194
9.543038445153297,12.030859721848184
33.723395346177185,41.54086469703128
19.93924560169456,20.60294553790248
25.084456473661813,25.7585842295305
32.66578495448171,40.96905743344167
26.86580588522509,22.66619692178381
27.95647776504956,28.222295668261022
22.28727764503441,25.74325574909596
40.59359245098025,25.81286123299661
32.841327352783395,32.032652899109856
33.70447618948809,34.58740263862325
21.364141873901797,31.50346437842722
49.463221595604125,44.84956608335512
29.24895584312515,33.97933098460956
21.70925880572077,17.097052912360276
34.822676742579674,32.466222916888825
23.11494685519519,20.984887949478797
27.052637741422664,19.120947697242155
31.1809764287472,27.12606915071791
19.43745752163581,13.46869946840005
19.87973681705969,29.858921760450578
19.026491419053087,23.38897943693299
20.91026473576462,19.433935462707684
19.965948234296704,18.92617163874174
22.07719561889709,30.975465934016583
31.214899912692545,35.979979526659776
22.388878565552616,20.483152612599923
20.798128050996983,26.70015374874871
28.33907019190928,33.263214337490254
17.158246369279887,10.04848600341997
25.0060203840449,21.708894800487368
32.40351002294739,26.01581059885984
24.388743534687617,23.597526987521867
19.52543809183948,22.22798385955134
20.050023241256504,25.54789473036028
37.58675745911366,42.68648209046937
28.86617440889932,33.09837623661019
23.314115074716632,24.695309604766077
30.078419527385897,33.57625683288028
19.285838825868584,20.298036858574168
36.64860998315199,32.99892306563706
44.299530113226325,43.46462964905336
21.962905971451505,17.85394258188802
25.369042317938845,34.60715058412373
42.45809900618327,33.70242687559633
36.720380221295216,25.72393005468697
14.379638608678675,21.615873642100983
22.768085845169644,13.425864143611983
37.1177672177562,24.57725534522057
16.781495417977602,15.481253249218067
36.738916409772685,43.08355211494715
26.143057154898077,23.401717881369184
25.89202659478492,29.45001095390228
12.138582380547785,14.010703891163203
23.433687039433245,32.73699831055363
20.623701559628174,27.82279527257553
17.449316429069512,17.08330662068703
34.230605877774536,27.28541527038627
17.06496438529731,24.99050373097521
21.82209394625107,19.32155024000388
14.393900750851516,6.443033147641721
16.46901658396077,13.209591074939334
24.04331560390085,23.87886592496101
26.25477770503695,21.448288795172022
14.962870321825882,20.985304108026163
14.858934044323236,15.064770209462452
21.16751980445045,21.04480318461685
36.49842834235968,33.14233085649408
30.363237244286985,38.422773258931855
31.323448081534767,30.70097946245192
38.409423014551344,30.75765533703064
17.550917226913686,19.9528410366502
34.584109379357045,33.83818000145856
23.72029220554416,22.991953674183577
33.41395459479435,39.65879306951474
20.345631991673187,21.57943609687097
22.491749150560267,32.04948061656601
45.00826394049583,49.16334005676087
16.13807360613953,23.321138650264988
20.08634354464815,14.262185982962835
25.781473870246707,22.878751390648688
9.857476340127434,18.292492612626813
25.95805704951357,26.539261037575145
20.486876519184968,22.95391772002786
22.44972646918454,29.971033121663805
16.966970363867887,20.98173978012952
23.105017575545933,17.947863635459562
26.299755030829715,23.18159267351478
20.27965480743334,19.49083867603041
30.034011122235547,38.64576918371411
27.6687877930778,29.59677704314628
17.067149553557897,19.154887783782
39.825446961394405,32.22306642499145
25.170272861014222,26.073938690143574
8.191881970822926,8.855850198778814
29.985466678107677,28.95504466469472
23.37697489032708,30.753132167176403
28.40235354785836,20.14482309215199
25.071632167884868,21.058749261022992
18.958325680051843,21.358576137659156
25.66889614054884,18.59240448001164
20.75083513580808,29.132945458106363
14.4334757668051,10.56692448953768
30.1871938397029,31.17806285635236
26.89941683858984,15.83386988929964
40.73885869433138,41.4411858496114
30.48678032871944,23.015220333691765
39.34352564639794,22.418920095118835
27.31806158747693,28.07069319039706
40.81437110161103,33.16183603166211
24.798200615069515,32.672035048704345
24.08906978238098,18.06013225565234
39.69027086917044,37.39809736198961
35.16016092494417,41.29044439916531
18.951394153040205,17.14752015898519
39.337454138386526,37.78871523910699
24.85753083253019,26.8320406679501
8.67387954761714,15.412989695812488
24.87654301478233,24.974932264321104
26.740421431031077,30.139995211019148
40.02837836311704,40.24563611977202
8.105045895403364,13.399355177534266
20.73845191725125,22.635966927608777
28.133575031291016,27.646935501677657
33.79443198441395,35.38645289760024
41.83994067970285,34.550079504869245
36.0338170437189,36.5537847680301
15.915081191999358,16.59208775437841
21.208668962813384,19.961626585515848
23.833515357511477,25.52443214746782
19.081587548915707,24.24239382347289
13.049508089585078,7.604533319545695
6.313073037864687,10.836206168845642
33.614126798503385,28.9240093784809
26.300079228717568,29.658186570335268
27.330557949358276,29.719016053546504
27.71837094736333,34.42690132836544
19.00413662567049,19.22599907466645
33.378749680743724,27.256476348545057
41.9072301934048,40.99264710118984
40.009412521520574,31.79783126328689
24.81358739360684,28.929105301704453
34.403536569506684,34.10004676536913
7.223314209492276,18.61539857460933
20.133832159702735,27.033713365943687
31.295560222297897,34.817944493092085
12.107904867123525,14.833846869690042
19.62330487742813,21.05246555385471
17.178020857528477,19.283845742450985
16.686598546047776,23.800301691258024
30.640268525957232,28.963276410678112
44.37323341533464,42.598531028986855
27.025320878558485,20.434144368565573
30.462458942216998,25.34898174182764
34.61442436290391,38.74316342638873
16.603181838794143,17.274353483452472
24.05121351376363,28.229160641174275
24.035221383091912,32.41039493201545
10.099364889270213,2.8329757463526697
28.19556115789688,26.599373827922147
27.74251646629961,23.16623569197929
24.529275539977093,26.680478498068396
12.093220692822989,12.622152004888196
36.29562623078873,40.38489563104832
24.070317716525494,25.25322513442053
19.942322502390763,24.947791618901764
13.600975508980166,13.056868539668438
26.86782184857118,14.951064200580824
16.584214980733265,22.06429879554111
33.027640617128455,31.538619685802527
26.067405166928275,36.41706991237582
27.30002317353424,19.07578432675842
22.769122975499545,28.530781108531823
19.31384535786662,24.128848522155916
31.71341213355161,32.26611842438334
43.27144686955077,52.85914566419412
21.348023363896957,16.877960869113906
28.35903393475963,28.372489933511467
30.231322350251496,38.62958780615964
25.57379162570817,31.274685230713366
21.075419990455288,20.19090958136516
19.58633060677353,15.42500761409642
26.721693779457706,28.75116410632021
31.668448196868205,38.5941411115931
24.561759593011924,25.70305179981216
2.88202217780578,-0.0745629482352541
21.674849627277297,24.46596152323027
23.886025887093613,17.142840970462295
30.9566988149705,38.01857641663524
25.764661297125592,27.32075224827083
32.555685634338545,31.71870044435325
9.15463342560821,7.863027860529034
38.759397043341934,38.0581842964524
37.330679845911234,26.128318972151902
34.15232256916958,26.54923556134228
17.06092259505267,20.21235782521789
25.36134477278772,25.93047287508766
25.98755130646925,24.2848977621023
24.324200879071125,23.77628038223828
24.01541760732489,37.137572778481314
39.00089382921042,49.53016503488078
18.829940855315726,20.805536701449164
12.014850316212565,10.642280115867504
20.800470981793417,28.2410105900144
25.761258165259008,28.116477113988843
39.66193222769353,44.64106534843518
28.50094975922608,25.14671576593453
4.908277611808448,19.93184771991499
25.82250530939325,23.03918556603349
10.445628124893766,21.15740189026119
21.22513870767232,19.61832359775382
42.70200982765376,28.946381969376688
35.782570089051106,40.80113244686018
27.062204051071262,29.23848608399292
17.431995116566227,13.840351297020304
21.573901631941965,21.23113605109886
33.12745240910106,30.748005501115127
24.160198278118088,29.6500094967904
33.77805562936563,30.407941031463725
38.04993575861333,35.037965015560026
37.947709314358434,27.95976034971025
25.112442041206425,29.935848035085968
20.43246939539721,20.11918043343258
17.34782609824609,17.47645670667604
27.111384339650414,15.178783479416555
32.26649722074107,24.160270218912963
20.21581392149052,20.006488133156196
32.8982188889783,27.72423241639324
24.485991347060907,29.937334044059394
22.542032705722885,27.30900161772217
26.19721009985645,22.37012725274048
16.587064443522372,26.99306271694608
15.90375019497853,22.96286082332512
22.92028918391153,25.473518571781234
30.759955852802243,35.4099859443042
31.61922937269353,31.90474442486329
36.59436331364305,41.60917286125659
23.06377125078979,24.906101540351283
34.01002098098573,24.061592670710517
28.074342043034168,27.385419356723958
38.92559212543146,35.220511080641444
17.023406691171306,11.666233723936466
21.24729512983075,18.93779371538766
38.32040367127232,35.240231729698095
23.112638417599012,19.166839511832336
38.2288915713585,39.625527267796144
30.709958670154688,28.51210408110101
34.93973987444071,33.34363003447438
33.94626106913536,33.27087621765932
35.466143894457815,32.655651998486626
26.408048489242837,37.025781445294925
9.304303592371816,11.432694235568874
24.534618188942588,28.26423894986986
11.15863587893216,9.206941606365447
25.1816738350718,29.80041664940296
41.257576249763495,39.40750427289014
30.082973620034647,32.527060898623226
25.389489771196512,23.81858552837416
35.12598327186912,27.35745735930076
32.816353483103526,34.76883491138347
27.51493134666241,26.922870208080727
27.14232622321428,29.647397401510798
24.53050375384401,17.464871396360984
19.202887036311704,23.4158423388373
29.79376272634408,34.390143634971906
5.420794483502426,4.609665829073762
27.63985734059996,20.60060869310433
36.84339528922004,28.476800443692333
27.76741621469187,32.93048842752913
44.95351789258864,38.8774779903799
27.570146135493665,27.12725801647796
23.67933596644537,19.440756176998043
0.6975935216367901,8.67723419428858
20.99014379230232,18.822502130631005
14.942548567072471,15.926724780391485
35.43211353327706,34.5408947251634
16.4774636101423,18.301851047313537
16.373520793354473,22.78720354774721
30.401949790726874,29.559540498959727
30.70133306092616,32.842316984061576
30.425355800049427,34.1985752276813
27.671459115611885,29.77522723731445
13.145444393797936,13.81635899669437
28.47309035722627,31.94984378712019
39.67324708375919,44.58098747717285
31.876558117699577,39.44702365687301
31.384600757312384,38.36879881385525
30.37865409214741,37.22074231703383
26.001723031451057,21.783632594577032
10.811133459091629,15.933990982766636
17.48171360312518,17.97227987339651
27.599185817744136,25.59144378791352
9.50257629705351,8.97573977122942
38.82612608610941,45.48412631939449
27.82117956083836,26.56989701538955
24.118319413157472,26.44433513510568
3.337816827483845,8.356293486447456
45.33530208094858,41.99646505053144
24.156779146279725,30.9173313427412
22.806386461047147,25.72351699947027
35.07166042507305,42.97365266340642
20.236579942734277,18.42072461821027
15.83438271596597,8.987509025030011
21.41552839880964,19.41545757455629
36.58601165770556,37.999267085225824
29.78351719535477,35.2964824684348
28.825921637184926,28.45540733352181
34.59857597989625,23.978831168544115
29.57138566165556,23.431335194466048
22.18997390912028,33.60934166818038
36.022218119745,31.078001702949308
31.54187101528438,28.346070204485205
20.104063618133832,26.92190064363733
33.5538832306817,39.221611114360016
18.8274838796863,23.44810510474917
37.64365243865489,41.58884594842605
31.012563068326266,36.21455744107118
31.27500616994454,27.858735128582644
25.630582043486047,25.718711168720468
35.00963504717427,39.70011512169656
19.96209510811049,16.70901158577768
22.59559760407376,14.40036501076782
18.99412974401347,22.997153130063303
42.10360638505556,42.17061507702185
27.87311316810349,27.32308771736681
14.107591726993968,12.158176318486936
